Name,Dominant Topic, Percentage of Positive Sentiment,Review Quality Index,Comment,Speciality,Number of Review,Bayesian Adjusted Rating
Dr. Joseph Buono,Punctuality,1,0.007824322,"you know i have been seeing dr.joe for a few years,even though it feels like it takes forever to see him,when you do you know why.he is not a dr who writes a script and says call me in the am. he wants to know everything thats going on everything ur feeling takes time to listen.i believe hes one of the best,that still works off love a passion for helping people- not for the checks you write!",Family Doctor / G.P.,6,4.037735849
Dr. Joseph Buono,Staff,0.8,0.0610373,DR.Buono is one of the best doctors on S.I. He takes his time with you and explains everything.He is very smart..His staff is efficient and very pleasant.Most referrals are done on the same day..The atmosphere is very pleasant and friendly.They treat you just like you are family.,Family Doctor / G.P.,6,4.037735849
Dr. Joseph C. Trentacosta,Punctuality,0,0.192885354,Great Doctor! You can trust him with your life and your baby's.,Gynecologist (OBGYN),11,4.067567568
Dr. Joseph C. Trentacosta,Konwledge,1,0.00435686,He is okay. His bedside manner leaves much to be desired -- MUCH! I've met people who loved him or hated him. I am started to dislike him; he's incredibly insensitive.,Gynecologist (OBGYN),11,4.067567568
Dr. Joseph C. Trentacosta,Staff,1,0.154647319,dr trentacosta is the best physician. He made my labor an experience i will always remember. He was extemely comforting and remained at the hospital for the 22 hrs i was in labor,Gynecologist (OBGYN),11,4.067567568
Dr. Joseph D. Osipow,Punctuality,0.8,0.194688982,"Ruined two healthy front teeth by filing them down completely unnecessarily and without permission. Attempted to ""fix"" this with bonding, which broke, leaving a constantly annoying rough edge. Then suggested possibility of repairing teeth by filing front surfaces and covering these with stronger material, an extreme proposal for treating what once were healthy teeth.",Dentist,10,4.044727273
Dr. Joseph D. Osipow,Konwledge,1,0.249080664,"he is wonderful, amazing, fabulous - i am in love!!!! i wish i had known of dr. osipow years ago - my teeth would be in much better shape and my dental work would not have had to be redone. go to him!!!",Dentist,10,4.044727273
Dr. Joseph D. Osipow,Staff,1,0.205835633,"DR. OSIPOW is THE BEST! Honest, talented beyond belief! He doesn't just guess at what he's doing! Dr. Osipow is THE CONSUMMATE PROFESSIONAL! And I should know, because I am a ""Certified Dental Assistant"". I had the GREAT Fortune to be mentored by Dr. Osipow for my first ""real"" job! I have seen him SAVE teeth that NO other dentist would be able to! So if there is ANY NEGATIVE POST written about Dr. Osipow ANYWHERE, DO NOT BELIEVE IT!!! It's just a ""spammer"" who is ignorant, or some a-hole with a ""Personal Jealous"" vendetta! For I have known this Caring, Talented, Trustworthy, Scrupulous, Conscientious dentist for 34 YEARS! Since moving on to another career, I have NEVER seen truly GREAT DENTISTRY again! I feel sorry for anyone who doesn't use Dr. Osipow!!!!",Dentist,10,4.044727273
Dr. Joseph D. Zuckerman,Punctuality,1,0.148016564,"Absolutely the best!He's replaced both hips and a shoulder and I am back to a completely normal, active lifestyle.Returns phone calls very quickly.I've recommended him to several of my friends and they all rave about him.He loves what he does and it shows.He's an absolute gentleman.",Orthopedic Surgeon,9,4.064220183
Dr. Joseph D. Zuckerman,Konwledge,1,0.011301104,Just went to Dr. Zuckerman yesterday for a consultation regarding shoulder replacement in the near future. Must agree with all of the other posts. I am extremely confident in this physician after speaking with him only once. Looking forward to completing the surgery! Great bedside manner!! Great staff!,Orthopedic Surgeon,9,4.064220183
Dr. Joseph D. Zuckerman,Staff,1,0.702688151,"The best doctor I have ever had. I had two shoulder replacement surgeries with him. He has given me back the partial use of an arm that had pseudo paralysis and trauma arthritis. I would give him a 10 star rating. Hands down best bedside manner answers phone calls explains procedures and answers all your questions. He is never condescending and really cares about your well being. He truly loves what he does and it shows His entire staff is wonderful. I actually look forward to my visits with Dr Zuckerman
",Orthopedic Surgeon,9,4.064220183
Dr. Joseph Mulvehill,Punctuality,0.714285714,0.845984429,Dr. Mulvehill is very kind and caring. Gives you the time and attention you need and is very thorough. The only minor complaint is his policy on discussing blood results. He will not go over them over the phone so you must make a second appointment to come in and pay another co-payment just to hear that everything is normal and fine.,Internist / Geriatrician,11,4.013513514
Dr. Joseph Mulvehill,Staff,1,0.764483983,"There was no wait at the office and the staff was excellent. The doctor was caring,interested in my situation and spent time with me.",Internist / Geriatrician,11,4.013513514
Dr. Joseph P. Gulbenkian,Punctuality,0.5,0.634292207,"Terrible dentist, particularly if he's not thrilled with your insurance. Rude staff, and cleanliness of office is questionable. Says his work is guaranteed, but that wasn't the case. Had to have his work replaced by a competent dentist. Did unnecessary work that could present health risk. My experience with this dentist was at best, disturbing.",Dentist,7,4.025700935
Dr. Joseph P. Gulbenkian,Staff,1,0.176692561,This Dr did 3 crowns for me and they are the best crowns in my mouth . He was very meticulous and did a great job. He also accepted my insurance and uses a very high quality lab . I recommend him to all my family .,Dentist,7,4.025700935
Dr. Joshua I. Perlman,Punctuality,0,0.61688204,Wouldn't go anywhere else...........................,Dentist,6,4.056603774
Dr. Joshua I. Perlman,Konwledge,1,0.806332309,Competent. Multiple specialties including cosmetics and surgery under one roof. Never a wait time!!,Dentist,6,4.056603774
Dr. Joshua I. Perlman,Staff,0.666666667,0.965396737,Great office and staff..............................,Dentist,6,4.056603774
Dr. Joshua P. Issack,Punctuality,0.5,0.413984891,Fine physician and gentleman. I highly recommend him. ,Family Doctor / G.P.,2,4.019607843
Dr. Joshua Zuckerman,Punctuality,0.875,0.563122826,"Truly great and really caring doctor! Dr Zuckerman did redid my rhinoplasty after I had serious issues with my previous operation (infection and nose deforming - really bad). Dr Zuckerman gave me his personal cell, gave me an appt same day when I had some pain after the operation and really went above and beyond. He really cares about his patients and that they do well in the long-term. I'll be back dr JZ!!! :)","Plastic / Cosmetic Surgeon, Physician",79,4.43575419
Dr. Joshua Zuckerman,Konwledge,0.909090909,0.971420743,"Thank you Dr. Zuckerman! You did an awesome job with my lips! It got 0.8cc (almost one vial) of juvederm per lip and they look great! I didn't like how my top lip was so thin, but now it seems in better balance with the bottom one. But, it looks very natural still! ","Plastic / Cosmetic Surgeon, Physician",79,4.43575419
Dr. Joshua Zuckerman,Staff,0.9375,0.829664052,Dr Zuckerman is an amazing doctor! I was referred to him through a friend for cosmetic treatments even though she had undergone a restructive treatment with him. She liked him that much and so do I! Elite plastic surgeon but he and his staff feel like your friend.,"Plastic / Cosmetic Surgeon, Physician",79,4.43575419
Dr. Judith E. Gershowitz,Punctuality,0.692307692,0.475616202,"Went to this terrible dr almost 10 years ago and I still hate her.
At the time she said I had HPV ( which i still think was not right was various reasons) and did a procedure on me that made me profusely bleed for 2 days, I ended up at the ER.
I hate her from the bottom of my heart, I wouldnt recommend her to my worst enemy, she is aweful and cruel, during the procedure, she didnt numb the area, she hurt me so much that I started yelling ... I am not the kind of person who makes scenes, but 10 years later i still remember this. Please stay away. Do yourself a favor.",Gynecologist (OBGYN),24,4.025564516
